オーダー Id,オーダー日,カテゴリ,カテゴリ (Rank.Csv),サブカテゴリ,メーカー,ランク,出荷モード,出荷日,利益,国/領域,地域,市区町村,製品名,都道府県,顧客区分,顧客名,レコード数,レコード数 1,利益率,割引率,売上,数量
JP-2017-1055699,2017/01/26,事務用品,事務用品,バインダー,カーディナル,A,通常配送,2017/01/30,"￥1,968",日本,東北地方,八戸市,"カーディナル とじ機, クリア",青森県,消費者,大矢 千代子,1,1,0.15,0,13128,4
JP-2019-1056311,2019/05/19,事務用品,事務用品,封筒,Cameo,A,セカンド クラス,2019/05/23,"-￥1,296",日本,中部地方,伊豆の国市,"Cameo 茶封筒, 50 枚セット",静岡県,消費者,楯 愛子,1,1,-0.4,0.4,3240,3
JP-2020-1056726,2020/04/03,事務用品,事務用品,バインダー,Ibico,A,ファースト クラス,2020/04/05,￥252,日本,関東地方,伊勢原市,"Ibico 穴の補強テープ, リサイクル",神奈川県,小規模事業所,梅﨑 愛子,1,1,0.26,0,,2
JP-2019-1057064,2019/11/13,家電,家電,事務機器,StarTech,S,ファースト クラス,2019/11/16,-￥2,日本,中国地方,宇部市,"StarTech プリンター, マルチカラー",山口県,消費者,佐田 美羽,1,1,0,0.4,20494,2
JP-2020-1057621,2020/05/10,事務用品,事務用品,ラベル,Harbour Creations,A,ファースト クラス,2020/05/13,￥92,日本,関東地方,つくば市,"Harbour Creations 法的提出用ラベル, 調整可能",茨城県,消費者,姉川 彩乃,1,1,0.08,0,1180,2
JP-2018-1058309,2018/09/22,家具,家具,本棚,Dania,B,セカンド クラス,2018/09/24,"￥6,413",日本,関東地方,新宿区,"Dania コーナー シェルフ, 黒",東京都,消費者,島名 千代子,1,1,0.31,0.15,20981,3
JP-2019-1058313,2019/06/19,家具,家具,椅子,Novimex,B,セカンド クラス,2019/06/21,￥638,日本,四国,高松市,"Novimex ビーチ チェア, 黒",香川県,消費者,松藤 桜,1,1,0.22,0,2902,1
JP-2018-1058654,2018/06/28,家具,家具,椅子,Novimex,B,通常配送,2018/07/03,"￥1,216",日本,関東地方,立川市,"Novimex 椅子用マット, 調整可能",東京都,消費者,徳村 実,1,1,0.36,0.15,3334,1
JP-2019-1059117,2019/10/20,家具,家具,本棚,Sauder,B,セカンド クラス,2019/10/25,"￥47,544",日本,中部地方,豊田市,"Sauder 書庫, 従来型",愛知県,大企業,石嶺 明美,1,1,0.46,0,103368,4
JP-2019-1059117,2019/10/20,家電,家電,コピー機,ヒューレット・パッカード,S,セカンド クラス,2019/10/25,"￥6,822",日本,中部地方,豊田市,"ヒューレット・パッカード インク, デジタル",愛知県,大企業,石嶺 明美,1,1,0.23,0,29664,3
JP-2019-1059117,2019/10/20,事務用品,事務用品,クリップ,OIC,A,セカンド クラス,2019/10/25,￥336,日本,中部地方,豊田市,"OIC 画鋲, 各種サイズ",愛知県,大企業,石嶺 明美,1,1,0.22,0,1536,2
JP-2019-1059117,2019/10/20,事務用品,事務用品,バインダー,Avery,A,セカンド クラス,2019/10/25,￥648,日本,中部地方,豊田市,"Avery タブ, クリア",愛知県,大企業,石嶺 明美,1,1,0.42,0,1544,4
JP-2019-1059117,2019/10/20,事務用品,事務用品,文房具,Elite,A,セカンド クラス,2019/10/25,￥510,日本,中部地方,豊田市,"Elite 裁断機, スチール",愛知県,大企業,石嶺 明美,1,1,0.03,0,16428,6
JP-2019-1061579,2019/09/11,家電,家電,付属品,ベルキン,S,通常配送,2019/09/15,"￥3,160",日本,関西地方,蒲生郡日野町,"ベルキン キーパッド, プログラミング可能",滋賀県,大企業,稲木 静香,1,1,0.4,0,7900,2
JP-2020-1048795,2020/08/07,事務用品,事務用品,アプライアンス,キッチンエイド,A,ファースト クラス,2020/08/08,"￥31,948",日本,九州,唐津市,"キッチンエイド コンロ, シルバー",佐賀県,消費者,山仲 海斗,1,1,0.06,0,532840,14
JP-2020-1062072,2020/10/07,事務用品,事務用品,バインダー,アコ,A,セカンド クラス,2020/10/11,￥626,日本,関東地方,新宿区,"アコ 穴あけパンチ, クリア",東京都,大企業,堀口 剛,1,1,0.05,0.15,13410,8
JP-2020-1062072,2020/10/07,事務用品,事務用品,文房具,Elite,A,セカンド クラス,2020/10/11,-￥649,日本,関東地方,新宿区,"Elite 大型のはさみ, 業務用",東京都,大企業,堀口 剛,1,1,-0.12,0.15,5511,2
JP-2020-1063100,2020/05/22,事務用品,事務用品,紙,Green Bar,A,ファースト クラス,2020/05/24,"￥11,472",日本,関東地方,藤岡市,"Green Bar 事務用品, 12 パック",群馬県,消費者,手塚 一樹,1,1,0.41,0,28016,8
JP-2017-1064044,2017/03/16,事務用品,事務用品,封筒,Cameo,A,セカンド クラス,2017/03/21,￥402,日本,中国地方,尾道市,"Cameo 業務用封筒, 50 枚セット",広島県,消費者,生原 海斗,1,1,0.12,0,3390,3
JP-2020-1064191,2020/11/11,事務用品,事務用品,バインダー,アコ,A,通常配送,2020/11/15,"￥1,224",日本,中部地方,福井市,"アコ とじ機, エコノミー",福井県,消費者,下方 智子,1,1,0.12,0,10218,3
JP-2017-1065144,2017/04/30,家電,家電,コピー機,キヤノン,S,通常配送,2017/05/06,"￥79,074",日本,中部地方,安城市,"キヤノン コピー機, カラー",愛知県,消費者,上畠 和子,1,1,0.5,0,158148,9
JP-2019-1065266,2019/06/12,家具,家具,本棚,Dania,B,通常配送,2019/06/17,"￥3,377",日本,中国地方,下関市,"Dania 書庫, メタル",山口県,小規模事業所,中林 康平,1,1,0.12,0.4,28949,2
JP-2019-1065266,2019/06/12,事務用品,事務用品,ラベル,Hon,A,通常配送,2019/06/17,-￥386,日本,中国地方,下関市,"Hon 法的提出用ラベル, 赤",山口県,小規模事業所,中林 康平,1,1,-0.3,0.4,1282,3
JP-2019-1065266,2019/06/12,事務用品,事務用品,文房具,Stiletto,A,通常配送,2019/06/17,￥131,日本,中国地方,下関市,"Stiletto ペーパー ナイフ, 青",山口県,小規模事業所,中林 康平,1,1,0.12,0.4,1135,1
JP-2019-1066203,2019/09/17,事務用品,事務用品,保管箱,Smead,A,通常配送,2019/09/21,"￥1,590",日本,東北地方,北上市,"Smead ロッカー, 業務用",岩手県,大企業,大門 美優,1,1,0.07,0.4,23868,3
JP-2019-1066651,2019/06/30,事務用品,事務用品,保管箱,Rogers,A,セカンド クラス,2019/07/02,"￥1,428",日本,九州,田川郡川崎町,"Rogers フォルダ, 業務用",福岡県,消費者,日野 拓也,1,1,0.23,0,6234,3
JP-2020-1066800,2020/06/06,事務用品,事務用品,封筒,Jiffy,A,通常配送,2020/06/11,"￥1,560",日本,東北地方,東置賜郡川西町,"Jiffy 業務用封筒, 赤",山形県,消費者,永嶋 陽子,1,1,0.24,0,6500,5
JP-2017-1067553,2017/11/12,家具,家具,本棚,Safco,B,通常配送,2017/11/16,"￥1,962",日本,関東地方,小平市,"Safco 棚セット, メタル",東京都,小規模事業所,肥後 彩乃,1,1,0.06,0.15,33354,3
JP-2017-1067553,2017/11/12,事務用品,事務用品,封筒,GlobeWeis,A,通常配送,2017/11/16,￥803,日本,関東地方,小平市,"GlobeWeis 社内用封筒, シルバー",東京都,小規模事業所,肥後 彩乃,1,1,0.05,0.15,17075,6
JP-2017-1067553,2017/11/12,事務用品,事務用品,文房具,Kleencut,A,通常配送,2017/11/16,"-￥1,225",日本,関東地方,小平市,"Kleencut 裁断機, スチール",東京都,小規模事業所,肥後 彩乃,1,1,-0.18,0.15,6941,3
JP-2017-1067553,2017/11/12,事務用品,事務用品,画材,Sanford,A,通常配送,2017/11/16,-￥625,日本,関東地方,小平市,"Sanford 蛍光ペン, 各種サイズ",東京都,小規模事業所,肥後 彩乃,1,1,-0.08,0.15,7509,7
JP-2017-1069945,2017/10/15,事務用品,事務用品,保管箱,Tenex,A,セカンド クラス,2017/10/17,"￥2,020",日本,九州,八代市,"Tenex ボックス, メタル",熊本県,小規模事業所,梅﨑 愛子,1,1,0.39,0,5190,5
JP-2017-1070435,2017/05/14,家電,家電,コピー機,シャープ,S,ファースト クラス,2017/05/16,"￥26,016",日本,九州,沖縄市,"シャープ ファックス, 2 つセット",沖縄県,消費者,滝田 実,1,1,0.22,0,118260,6
JP-2017-1070435,2017/05/14,家具,家具,家具,Tenex,B,ファースト クラス,2017/05/16,"￥3,936",日本,九州,沖縄市,"Tenex 電球, マルチパック",沖縄県,消費者,滝田 実,1,1,0.39,0,10128,8
JP-2017-1071390,2017/05/20,事務用品,事務用品,クリップ,OIC,A,通常配送,2017/05/24,￥100,日本,関西地方,宇治市,"OIC ホチキス, 12 パック",京都府,消費者,柵木 葵,1,1,0.07,0,1436,2
JP-2019-1071664,2019/10/16,家電,家電,付属品,ロジクール,S,通常配送,2019/10/21,￥334,日本,中国地方,福山市,"ロジクール マウス, 高耐久性",広島県,消費者,岸部 葵,1,1,0.17,0,1966,1
JP-2017-1072320,2017/06/30,事務用品,事務用品,アプライアンス,フーバー,A,ファースト クラス,2017/07/02,-￥364,日本,関東地方,新宿区,"フーバー コーヒーミル, 黒",東京都,大企業,多賀 美優,1,1,-0.05,0.15,7732,2
JP-2020-1072826,2020/09/09,家具,家具,椅子,Office Star,B,即日配送,2020/09/09,"￥19,632",日本,中国地方,三原市,"Office Star 肘掛け椅子, 赤",広島県,小規模事業所,梅﨑 愛子,1,1,0.21,0,93486,3
JP-2019-1073359,2019/01/13,事務用品,事務用品,バインダー,Avery,A,通常配送,2019/01/17,"-￥3,362",日本,中部地方,浜松市中区,"Avery とじ機, 高耐久性",静岡県,大企業,粉川 緑,1,1,-0.42,0.4,8054,4
JP-2018-1074327,2018/06/03,家電,家電,電話機,ノキア,S,通常配送,2018/06/09,￥876,日本,関東地方,市川市,"ノキア ヘッドセット, 大容量パック",千葉県,大企業,方波見 凛,1,1,0.15,0.4,5856,2
JP-2020-1075065,2020/05/05,家電,家電,コピー機,シャープ,S,通常配送,2020/05/09,"￥15,760",日本,中部地方,各務原市,"シャープ 家庭用コピー機, 赤",岐阜県,大企業,喜多川 麗華,1,1,0.4,0,39400,5
JP-2019-1075959,2019/05/30,家電,家電,付属品,サンディスク,S,セカンド クラス,2019/06/02,"￥6,390",日本,東北地方,青森市,"サンディスク メモリ カード, リサイクル",青森県,消費者,宗片 凛,1,1,0.29,0,22044,3
JP-2019-1075959,2019/05/30,家電,家電,コピー機,キヤノン,S,セカンド クラス,2019/06/02,"￥27,230",日本,東北地方,青森市,"キヤノン 家庭用コピー機, デジタル",青森県,消費者,宗片 凛,1,1,0.41,0,66444,7
JP-2018-1077776,2018/08/15,事務用品,事務用品,封筒,Cameo,A,通常配送,2018/08/19,￥784,日本,中部地方,かほく市,"Cameo テープ付き, 赤",石川県,大企業,津野 延,1,1,0.24,0,3272,2
JP-2017-1078812,2017/08/30,家電,家電,事務機器,StarTech,S,通常配送,2017/09/05,"￥14,884",日本,関東地方,所沢市,"StarTech インクジェット, マルチカラー",埼玉県,消費者,山脇 桐子,1,1,0.37,0,40236,2
JP-2017-1078812,2017/08/30,事務用品,事務用品,ラベル,Harbour Creations,A,通常配送,2017/09/05,￥192,日本,関東地方,所沢市,"Harbour Creations 色分けラベル, 高耐久性",埼玉県,消費者,山脇 桐子,1,1,0.11,0,1772,2
JP-2017-1080265,2017/11/10,事務用品,事務用品,クリップ,Advantus,A,セカンド クラス,2017/11/15,￥372,日本,関西地方,尼崎市,"Advantus クランプ, 12 パック",兵庫県,小規模事業所,吉牟田 彩乃,1,1,0.05,0,7488,6
JP-2020-1072320,2020/02/15,家具,家具,本棚,イケア,B,通常配送,2020/02/19,"￥7,134",日本,関西地方,茨木市,"イケア コーナー シェルフ, 従来型",大阪府,消費者,宗片 凛,1,1,0.29,0,24612,3
JP-2019-1081385,2019/06/09,家電,家電,電話機,アップル,S,通常配送,2019/06/13,"￥4,428",日本,関西地方,西宮市,"アップル スマートフォン, 青",兵庫県,大企業,垣内 愛,1,1,0.09,0,49320,6
JP-2018-1081611,2018/12/29,家電,家電,電話機,サムスン,S,通常配送,2019/01/03,"￥3,078",日本,九州,大分市,"サムスン ヘッドセット, 大容量パック",大分県,消費者,皆川 学,1,1,0.21,0,14658,3
JP-2020-1082480,2020/10/27,家電,家電,付属品,メモレックス,S,通常配送,2020/11/01,"-￥1,348",日本,九州,佐世保市,"メモレックス メモリ カード, リサイクル",長崎県,小規模事業所,宮田 慶子,1,1,-0.03,0.4,40032,10
JP-2017-1082729,2017/01/11,家電,家電,付属品,メモレックス,S,通常配送,2017/01/15,"￥6,730",日本,関西地方,西宮市,"メモレックス キーパッド, リサイクル",兵庫県,消費者,最上 大翔,1,1,0.47,0,14340,5
JP-2017-1082729,2017/01/11,家具,家具,本棚,Bush,B,通常配送,2017/01/15,"￥3,508",日本,関西地方,西宮市,"Bush コーナー シェルフ, 黒",兵庫県,消費者,最上 大翔,1,1,0.21,0,16712,2
JP-2020-1083346,2020/09/11,家具,家具,本棚,イケア,B,ファースト クラス,2020/09/14,"￥4,110",日本,東北地方,東村山郡中山町,"イケア クラシック スタイルの本棚, 従来型",山形県,消費者,島名 千代子,1,1,0.03,0,137250,5
JP-2018-1009485,2018/08/11,事務用品,事務用品,アプライアンス,キッチンエイド,A,通常配送,2018/08/15,"￥5,898",日本,関西地方,堺市堺区,"キッチンエイド コーヒーミル, 白",大阪府,小規模事業所,沼本 静香,1,1,0.43,0,13722,3
JP-2018-1009485,2018/08/11,家電,家電,コピー機,ブラザー,S,通常配送,2018/08/15,"￥5,520",日本,関西地方,堺市堺区,"ブラザー ファックス, 2 つセット",大阪府,小規模事業所,沼本 静香,1,1,0.13,0,42472,2
JP-2018-1085538,2018/04/05,家具,家具,椅子,Safco,B,通常配送,2018/04/11,￥0,日本,関西地方,東大阪市,"SAFCO 椅子用マット, 赤",大阪府,消費者,宮前 誠,1,1,0,0,15952,4
JP-2018-1085973,2018/05/02,家電,家電,事務機器,パナソニック,S,通常配送,2018/05/06,"￥2,132",日本,四国,高松市,"パナソニック プリンター, 高耐久性",香川県,小規模事業所,末政 螢,1,1,0.06,0,35548,2
JP-2020-1086844,2020/10/18,家電,家電,コピー機,シャープ,S,通常配送,2020/10/23,"-￥9,209",日本,北海道,苫小牧市,"シャープ インク, 2 つセット",北海道,大企業,垣内 愛,1,1,-0.62,0.4,14929,3
JP-2020-1086844,2020/10/18,事務用品,事務用品,封筒,GlobeWeis,A,通常配送,2020/10/23,￥468,日本,北海道,苫小牧市,"GlobeWeis テープ付き, リサイクル",北海道,大企業,垣内 愛,1,1,0.12,0.4,4038,5
JP-2020-1057621,2020/06/28,事務用品,事務用品,紙,Green Bar,A,通常配送,2020/07/04,"￥1,882",日本,関東地方,大田区,"Green Bar リーム, プレミアム",東京都,大企業,山野井 凛,1,1,0.22,0.15,8432,5
JP-2020-1057621,2020/06/28,事務用品,事務用品,保管箱,Eldon,A,通常配送,2020/07/04,"￥1,439",日本,関東地方,大田区,"Eldon トレイ, メタル",東京都,大企業,山野井 凛,1,1,0.27,0.15,5331,2
JP-2019-1090786,2019/05/11,家電,家電,電話機,モトローラ,S,通常配送,2019/05/15,￥340,日本,関西地方,加古川市,"モトローラ オーディオ ドック, フル サイズ",兵庫県,消費者,磯上 陽子,1,1,0.01,0,46576,4
JP-2019-1090786,2019/05/11,家具,家具,本棚,イケア,B,通常配送,2019/05/15,"￥3,288",日本,関西地方,加古川市,"イケア クラシック スタイルの本棚, 従来型",兵庫県,消費者,磯上 陽子,1,1,0.03,0,109800,4
JP-2018-1091673,2018/12/07,家具,家具,テーブル,Bevis,B,通常配送,2018/12/11,"￥15,907",日本,関東地方,新宿区,"Bevis コーヒー テーブル, 黒",東京都,大企業,柿沼 美優,1,1,0.29,0.15,54091,3
JP-2020-1091766,2020/07/08,事務用品,事務用品,封筒,Jiffy,A,通常配送,2020/07/13,-￥179,日本,北海道,帯広市,"Jiffy 業務用封筒, リサイクル",北海道,消費者,滝元 葵,1,1,-0.15,0.4,1181,2
JP-2020-1091766,2020/07/08,家具,家具,本棚,Bush,B,通常配送,2020/07/13,"-￥2,718",日本,北海道,帯広市,"Bush コーナー シェルフ, メタル",北海道,消費者,滝元 葵,1,1,-0.18,0.4,14814,3
JP-2020-1091766,2020/07/08,事務用品,事務用品,紙,ゼロックス,A,通常配送,2020/07/13,"-￥1,336",日本,北海道,帯広市,"ゼロックス メモ用紙, プレミアム",北海道,消費者,滝元 葵,1,1,-0.35,0.4,3788,7
JP-2020-1091766,2020/07/08,事務用品,事務用品,クリップ,Stockwell,A,通常配送,2020/07/13,-￥278,日本,北海道,帯広市,"Stockwell ペーパー クリップ, 各種サイズ",北海道,消費者,滝元 葵,1,1,-0.63,0.4,,1
JP-2020-1091766,2020/07/08,事務用品,事務用品,画材,Stanley,A,通常配送,2020/07/13,-￥941,日本,北海道,帯広市,"Stanley 鉛筆削り, メタル",北海道,消費者,滝元 葵,1,1,-0.45,0.4,2083,2
JP-2020-1091766,2020/07/08,家具,家具,椅子,Office Star,B,通常配送,2020/07/13,"-￥8,177",日本,北海道,帯広市,"Office Star ロッキング チェア, 赤",北海道,消費者,滝元 葵,1,1,-0.48,0.4,16909,3
JP-2020-1092602,2020/10/08,家電,家電,コピー機,キヤノン,S,通常配送,2020/10/14,"-￥19,812",日本,北海道,函館市,"キヤノン インク, カラー",北海道,消費者,大音 康平,1,1,-0.67,0.4,29718,5
JP-2019-1093390,2019/08/15,家電,家電,コピー機,ブラザー,S,ファースト クラス,2019/08/16,"￥9,870",日本,九州,田川郡川崎町,"ブラザー 家庭用コピー機, 赤",福岡県,小規模事業所,阿久津 大輝,1,1,0.21,0,47030,5
JP-2019-1093390,2019/08/15,家電,家電,コピー機,キヤノン,S,ファースト クラス,2019/08/16,"￥20,466",日本,九州,田川郡川崎町,"キヤノン ファックス, カラー",福岡県,小規模事業所,阿久津 大輝,1,1,0.32,0,63966,3
JP-2019-1093390,2019/08/15,事務用品,事務用品,紙,Green Bar,A,ファースト クラス,2019/08/16,"￥2,696",日本,九州,田川郡川崎町,"Green Bar リーム, プレミアム",福岡県,小規模事業所,阿久津 大輝,1,1,0.34,0,7936,4
JP-2020-1094982,2020/11/24,家電,家電,電話機,ノキア,S,セカンド クラス,2020/11/29,"￥10,185",日本,関東地方,新宿区,"ノキア 信号ブースター, 青",東京都,消費者,則松 輝,1,1,0.19,0.15,54145,7
JP-2020-1095168,2020/05/29,家電,家電,事務機器,パナソニック,S,ファースト クラス,2020/05/30,￥0,日本,九州,佐世保市,"パナソニック レシート プリンター, マルチカラー",長崎県,大企業,高林 小百合,1,1,0,0.4,33852,7
